id,log,task_id
54,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,mutfak=fark etmez,gün=fark etmez)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=3,saat=12,fiyat=pahalı)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=stazione restaurant and coffee bar)', 'K: alternatif_sor()', 'S: teklif_et(restoran=eraina,restoran=backstreet bistro,restoran=tandoori palace)', 'K: seç(restoran=backstreet bistro)', 'S: onaylandı(backstreet bistro)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02161947788,puan=4)', 'K: veda_et()', 'S: veda_et()']",1665
55,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=avrupa,fiyat=pahalı,saat=17,yer=avrupa yakası)', 'S: teklif_et(restoran=michaelhouse cafe)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']",1666
56,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=20,mutfak=hint,gün=pazartesi)', 'S: iste(yer)', 'K: tekrar_sor()', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4,fiyat=pahalı)', 'S: teklif_et(restoran=cocum,restoran=rice boat,restoran=pipasha restaurant)', 'K: alternatif_sor()', 'S: teklif_et(restoran=saffron brasserie,restoran=curry queen)', 'K: reddet()', 'S: veda_et()']",1667
57,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı,saat=19,yer=avrupa yakası,kişi sayısı=1)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=cocum,restoran=rice boat,restoran=pipasha restaurant)', 'K: seç(restoran=pipasha restaurant)', 'S: onaylandı(pipasha restaurant)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02123850278,puan=3)', 'K: veda_et()', 'S: veda_et()']",1668
58,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=hint,kişi sayısı=2,saat=18)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası,gün=pazartesi)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=curry prince)', 'K: seç(restoran=curry garden)', 'S: onaylandı(curry garden)', 'K: veda_et()', 'S: veda_et()']",1669
59,"['K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=tayland)', 'S: teklif_et(restoran=sala thong)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=sala thong)', 'S: onaylandı(sala thong)', 'K: veda_et()', 'S: veda_et()']",1670
60,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=ingiliz,fiyat=orta)', 'S: teklif_et(restoran=saint johns chop house)', 'K: tekrar_sor()', 'S: teklif_et(restoran=saint johns chop house)', 'K: seç(restoran=saint johns chop house)', 'S: onaylandı(saint johns chop house)', 'K: veda_et()', 'S: veda_et()']",1671
61,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,mutfak=hint,fiyat=pahalı)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4,saat=fark etmez)', 'S: iste(gün)', 'K: bilgilendir(gün=fark etmez)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: seç(restoran=curry garden)', 'S: onaylandı(curry garden)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02161102107,puan=3)', 'K: tekrar_sor()', 'S: bilgilendir(telefon_no=02161102107,puan=3)', 'K: veda_et()', 'S: veda_et()']",1672
62,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=hint,fiyat=orta)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: teklif_et(restoran=the nirala,restoran=rajmahal)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']",1673
63,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası,gün=pazartesi,mutfak=fark etmez)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=1,fiyat=fark etmez,saat=17)', 'S: teklif_et(restoran=the missing sock,restoran=the good luck çin food takeaway,restoran=restaurant alimentum)', 'K: reddet()', 'S: veda_et()']",1674
64,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=18,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=ingiliz,kişi sayısı=3)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: teklif_et(restoran=the copper kettle,restoran=saint johns chop house,restoran=travellers rest)', 'K: seç(restoran=saint johns chop house)', 'S: onaylandı(saint johns chop house)', 'K: veda_et()', 'S: veda_et()']",1675
65,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=20,yer=anadolu yakası,mutfak=çin)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2,fiyat=orta)', 'S: teklif_et(restoran=shanghai family restaurant)', 'K: seç(restoran=shanghai family restaurant)', 'S: onaylandı(shanghai family restaurant)', 'K: veda_et()', 'S: veda_et()']",1676
66,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=2,mutfak=fark etmez)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,saat=13)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=the missing sock,restoran=the good luck çin food takeaway,restoran=restaurant alimentum)', 'K: seç(restoran=the missing sock)', 'S: onaylandı(the missing sock)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=021290430)', 'K: iste(puan)', 'S: bilgilendir(puan=5)', 'K: veda_et()', 'S: veda_et()']",1677
67,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=fark etmez,yer=anadolu yakası,gün=pazartesi,kişi sayısı=2)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=curry prince)', 'K: seç(restoran=curry garden)', 'S: onaylandı(curry garden)', 'K: veda_et()', 'S: veda_et()']",1678
68,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=fark etmez,kişi sayısı=3)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan,gün=pazartesi)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: teklif_et(restoran=ask restaurant,restoran=la margherita,restoran=pizza express Fen Ditton)', 'K: seç(restoran=ask restaurant)', 'S: onaylandı(ask restaurant)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=0212876674)', 'K: veda_et()', 'S: veda_et()']",1679
69,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=3,saat=18)', 'S: iste(gün)', 'K: bilgilendir(gün=fark etmez)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=jinling noodle bar)', 'K: alternatif_sor()', 'S: teklif_et(restoran=ugly duckling,restoran=lan hong house,restoran=golden house)', 'K: reddet()', 'S: veda_et()']",1680
70,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta)', 'S: iste(mutfak)', 'K: tekrar_sor()', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint,yer=anadolu yakası)', 'S: teklif_et(restoran=curry prince,restoran=meghna)', 'K: seç(restoran=meghna)', 'S: onaylandı(meghna)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02167869725)', 'K: iste(puan)', 'S: bilgilendir(puan=4)', 'K: veda_et()', 'S: veda_et()']",1681
71,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı,yer=anadolu yakası,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=3,saat=15)', 'S: teklif_et(restoran=stazione restaurant and coffee bar,restoran=frankie and bennys,restoran=clowns cafe)', 'K: seç(restoran=stazione restaurant and coffee bar)', 'S: onaylandı(stazione restaurant and coffee bar)', 'K: veda_et()', 'S: veda_et()']",1682
72,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=fark etmez)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=türk,gün=pazartesi)', 'S: teklif_et(restoran=meze bar,restoran=anatolia,restoran=efes restaurant)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']",1683
73,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=15,gün=pazartesi,kişi sayısı=3)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fark etmez,yer=avrupa yakası)', 'S: teklif_et(restoran=the missing sock,restoran=the good luck çin food takeaway,restoran=restaurant alimentum)', 'K: alternatif_sor()', 'S: teklif_et(restoran=yu garden,restoran=ask restaurant,restoran=jinling noodle bar)', 'K: seç(restoran=ask restaurant)', 'S: onaylandı(ask restaurant)', 'K: veda_et()', 'S: veda_et()']",1684
74,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,mutfak=italyan,saat=17)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2,fiyat=pahalı)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=stazione restaurant and coffee bar,restoran=frankie and bennys,restoran=clowns cafe)', 'K: seç(restoran=stazione restaurant and coffee bar)', 'S: onaylandı(stazione restaurant and coffee bar)', 'K: veda_et()', 'S: veda_et()']",1685
75,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=italyan,fiyat=ucuz,saat=16)', 'S: iste(yer)', 'K: bilgilendir(yer=fark etmez)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2,gün=pazartesi)', 'S: teklif_et(restoran=pizza hut city centre,restoran=ask restaurant,restoran=da vinci pizzeria)', 'K: seç(restoran=ask restaurant)', 'S: onaylandı(ask restaurant)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=0212876674,puan=5)', 'K: veda_et()', 'S: veda_et()']",1686
76,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=18)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan,kişi sayısı=3,gün=pazartesi)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası,fiyat=pahalı)', 'S: teklif_et(restoran=stazione restaurant and coffee bar,restoran=frankie and bennys,restoran=clowns cafe)', 'K: seç(restoran=stazione restaurant and coffee bar)', 'S: onaylandı(stazione restaurant and coffee bar)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02161215595)', 'K: veda_et()', 'S: veda_et()']",1687
77,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=hint,fiyat=ucuz,yer=fark etmez)', 'S: iste(kişi sayısı)', 'K: tekrar_sor()', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4,saat=fark etmez,gün=pazartesi)', 'S: teklif_et(restoran=kohinoor,restoran=royal spice,restoran=the gandhi)', 'K: seç(restoran=the gandhi)', 'S: onaylandı(the gandhi)', 'K: veda_et()', 'S: veda_et()']",1688
78,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=19,fiyat=pahalı,gün=pazartesi,mutfak=hint)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=fark etmez)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: seç(restoran=tandoori palace)', 'S: onaylandı(tandoori palace)', 'K: veda_et()', 'S: veda_et()']",1689
79,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=kuzey amerika,yer=avrupa yakası,gün=pazartesi)', 'S: bilgilendir(işlem başarısız)', 'K: değiştir(yer=fark etmez)', 'S: bilgilendir(işlem başarısız)', 'K: değiştir(gün=fark etmez)', 'S: bilgilendir(işlem başarısız)', 'K: değiştir(mutfak=fark etmez)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=3,saat=17)', 'S: teklif_et(restoran=pizza hut city centre,restoran=the missing sock,restoran=curry garden)', 'K: seç(restoran=pizza hut city centre)', 'S: onaylandı(pizza hut city centre)', 'K: veda_et()', 'S: veda_et()']",1690
80,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=doğu asya)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,kişi sayısı=4,saat=20)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=dojo noodle bar,restoran=j restaurant,restoran=saigon city)', 'K: reddet()', 'S: veda_et()']",1691
81,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa,saat=17,fiyat=fark etmez)', 'S: teklif_et(restoran=michaelhouse cafe,restoran=hotel du vin and bistro)', 'K: reddet()', 'S: veda_et()']",1692
82,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=1,gün=pazartesi,fiyat=ucuz,yer=anadolu yakası,saat=12)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint)', 'S: teklif_et(restoran=kohinoor,restoran=mahal of cambridge)', 'K: seç(restoran=kohinoor)', 'S: onaylandı(kohinoor)', 'K: veda_et()', 'S: veda_et()']",1693
83,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=fark etmez,kişi sayısı=4,yer=fark etmez,mutfak=hint,gün=pazartesi)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=curry prince)', 'K: seç(restoran=curry garden)', 'S: onaylandı(curry garden)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02161102107,puan=3)', 'K: veda_et()', 'S: veda_et()']",1694
84,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin,yer=anadolu yakası,kişi sayısı=2)', 'S: teklif_et(restoran=sesame restaurant and bar)', 'K: seç(restoran=sesame restaurant and bar)', 'S: onaylandı(sesame restaurant and bar)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02162481869,puan=3)', 'K: veda_et()', 'S: veda_et()']",1695
85,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fark etmez,kişi sayısı=1)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=15)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=chiquito restaurant bar)', 'K: reddet()', 'S: veda_et()']",1696
86,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası,mutfak=modern avrupa,kişi sayısı=fark etmez)', 'S: teklif_et(restoran=restaurant alimentum,restoran=darrys cookhouse and wine shop,restoran=the river bar steakhouse and grill)', 'K: seç(restoran=darrys cookhouse and wine shop)', 'S: onaylandı(darrys cookhouse and wine shop)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02123297952,puan=3)', 'K: veda_et()', 'S: veda_et()']",1697
87,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa,kişi sayısı=1)', 'S: bilgilendir(işlem başarısız)', 'K: tekrar_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']",1698
88,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=2)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi,fiyat=orta)', 'S: teklif_et(restoran=lan hong house)', 'K: seç(restoran=lan hong house)', 'S: onaylandı(lan hong house)', 'K: tekrar_sor()', 'S: onaylandı(lan hong house)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02129806900)', 'K: veda_et()', 'S: veda_et()']",1699
89,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=2,gün=pazartesi,fiyat=ucuz,saat=18)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan,yer=avrupa yakası)', 'S: teklif_et(restoran=ask restaurant,restoran=la margherita)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']",1700
90,"['S: iste(amaç)', 'K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=ingiliz,kişi sayısı=4)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: iste(saat)', 'K: bilgilendir(saat=fark etmez)', 'S: teklif_et(restoran=restaurant one seven,restoran=the oak bistro,restoran=cotto)', 'K: alternatif_sor()', 'S: teklif_et(restoran=graffiti,restoran=grafton hotel restaurant,restoran=the cambridge chop house)', 'K: seç(restoran=graffiti)', 'S: onaylandı(graffiti)', 'K: veda_et()', 'S: veda_et()']",1701
91,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=4)', 'S: iste(mutfak)', 'K: tekrar_sor()', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=modern avrupa,saat=20)', 'S: iste(yer)', 'K: bilgilendir(yer=fark etmez)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=restaurant alimentum,restoran=riverside brasserie,restoran=darrys cookhouse and wine shop)', 'K: alternatif_sor()', 'S: teklif_et(restoran=the river bar steakhouse and grill)', 'K: seç(restoran=the river bar steakhouse and grill)', 'S: onaylandı(the river bar steakhouse and grill)', 'K: veda_et()', 'S: veda_et()']",1702
92,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,kişi sayısı=3,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan,yer=anadolu yakası)', 'S: teklif_et(restoran=pizza hut cherry hinton,restoran=pizza express,restoran=prezzo)', 'K: seç(restoran=prezzo)', 'S: onaylandı(prezzo)', 'K: veda_et()', 'S: veda_et()']",1703
93,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin,kişi sayısı=3)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,saat=18)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=jinling noodle bar)', 'K: seç(restoran=jinling noodle bar)', 'S: onaylandı(jinling noodle bar)', 'K: veda_et()', 'S: veda_et()']",1704
94,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=fark etmez,fiyat=pahalı,gün=pazartesi,saat=18)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint,yer=fark etmez)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: alternatif_sor()', 'S: teklif_et(restoran=the golden curry,restoran=cocum,restoran=rice boat)', 'K: reddet()', 'S: veda_et()']",1705
95,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=2)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=ingiliz,yer=anadolu yakası)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi,fiyat=pahalı)', 'S: teklif_et(restoran=graffiti,restoran=grafton hotel restaurant,restoran=the cambridge chop house)', 'K: reddet()', 'S: veda_et()']",1706
96,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,saat=12,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=ingiliz,gün=fark etmez)', 'S: teklif_et(restoran=saint johns chop house)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']",1707
97,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=korean,yer=anadolu yakası)', 'S: teklif_et(restoran=little seoul)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=little seoul)', 'S: onaylandı(little seoul)', 'K: veda_et()', 'S: veda_et()']",1708
98,"['K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,gün=pazartesi,kişi sayısı=4)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan,saat=18)', 'S: teklif_et(restoran=pizza hut city centre,restoran=pizza hut cherry hinton,restoran=stazione restaurant and coffee bar)', 'K: alternatif_sor()', 'S: teklif_et(restoran=pizza express,restoran=prezzo,restoran=da vinci pizzeria)', 'K: seç(restoran=pizza express)', 'S: onaylandı(pizza express)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02169563064,puan=3)', 'K: tekrar_sor()', 'S: bilgilendir(telefon_no=02169563064,puan=3)', 'K: veda_et()', 'S: veda_et()']",1709
99,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,saat=fark etmez,yer=anadolu yakası,kişi sayısı=3)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan,fiyat=orta)', 'S: teklif_et(restoran=pizza hut cherry hinton,restoran=pizza express,restoran=prezzo)', 'K: seç(restoran=prezzo)', 'S: onaylandı(prezzo)', 'K: tekrar_sor()', 'S: onaylandı(prezzo)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=0216181219,puan=5)', 'K: veda_et()', 'S: veda_et()']",1710
0,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=doğu asya)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: teklif_et(restoran=dojo noodle bar,restoran=saigon city,restoran=kymmoy)', 'K: reddet()', 'S: veda_et()']"
1,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=14,fiyat=pahalı,gün=pazartesi,mutfak=çin)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,kişi sayısı=4)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=ugly duckling)', 'K: seç(restoran=yu garden)', 'S: onaylandı(yu garden)', 'K: veda_et()', 'S: veda_et()']"
2,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı)', 'S: iste(mutfak)', 'K: tekrar_sor()', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: teklif_et(restoran=michaelhouse cafe)', 'K: seç(restoran=michaelhouse cafe)', 'S: onaylandı(michaelhouse cafe)', 'K: veda_et()', 'S: veda_et()']"
3,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=3,saat=14,yer=avrupa yakası,mutfak=doğu asya)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=dojo noodle bar,restoran=j restaurant,restoran=saigon city)', 'K: alternatif_sor()', 'S: teklif_et(restoran=kymmoy)', 'K: seç(restoran=kymmoy)', 'S: onaylandı(kymmoy)', 'K: veda_et()', 'S: veda_et()']"
4,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=15,mutfak=fransız,yer=avrupa yakası)', 'S: teklif_et(restoran=restaurant two two,restoran=cote)', 'K: reddet()', 'S: veda_et()']"
5,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=fark etmez,saat=16,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=kuzey amerika,fiyat=pahalı)', 'S: teklif_et(restoran=gourmet burger kitchen)', 'K: seç(restoran=gourmet burger kitchen)', 'S: onaylandı(gourmet burger kitchen)', 'K: veda_et()', 'S: veda_et()']"
6,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=türk,saat=15,gün=pazartesi,yer=avrupa yakası,kişi sayısı=1)', 'S: teklif_et(restoran=meze bar,restoran=anatolia)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
7,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,mutfak=ingiliz,kişi sayısı=2)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: iste(saat)', 'K: bilgilendir(saat=14)', 'S: teklif_et(restoran=restaurant one seven,restoran=the oak bistro,restoran=cotto)', 'K: seç(restoran=the oak bistro)', 'S: onaylandı(the oak bistro)', 'K: veda_et()', 'S: veda_et()']"
8,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa,kişi sayısı=3)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi,fiyat=pahalı)', 'S: teklif_et(restoran=eraina,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
9,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=2,gün=pazartesi,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=kuzey amerika,fiyat=pahalı)', 'S: teklif_et(restoran=gourmet burger kitchen)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
